Ö¤È¯´úÂë,Ö¤È¯¼ò³Æ,×îºó½»Ò×ÈÕ
FU1510.SHF,È¼ÓÍ1510,2015-09-30
FU1511.SHF,È¼ÓÍ1511,2015-10-30
FU1512.SHF,È¼ÓÍ1512,2015-11-30
FU1601.SHF,È¼ÓÍ1601,2015-12-31
FU1603.SHF,È¼ÓÍ1603,2016-02-29
FU1604.SHF,È¼ÓÍ1604,2016-03-31
FU1605.SHF,È¼ÓÍ1605,2016-04-29
FU1606.SHF,È¼ÓÍ1606,2016-05-31
FU1607.SHF,È¼ÓÍ1607,2016-06-30
FU1608.SHF,È¼ÓÍ1608,2016-07-29
FU1609.SHF,È¼ÓÍ1609,2016-08-31
FU1610.SHF,È¼ÓÍ1610,2016-09-30
FU1611.SHF,È¼ÓÍ1611,2016-10-31
FU1612.SHF,È¼ÓÍ1612,2016-11-30
FU1702.SHF,È¼ÓÍ1702,2017-01-26
FU1703.SHF,È¼ÓÍ1703,2017-02-28
FU1704.SHF,È¼ÓÍ1704,2017-03-31
FU1705.SHF,È¼ÓÍ1705,2017-04-28
FU1706.SHF,È¼ÓÍ1706,2017-05-31
FU1707.SHF,È¼ÓÍ1707,2017-06-30
FU1708.SHF,È¼ÓÍ1708,2017-07-31
FU1709.SHF,È¼ÓÍ1709,2017-08-31
FU1710.SHF,È¼ÓÍ1710,2017-09-29
FU1711.SHF,È¼ÓÍ1711,2017-10-31
FU1712.SHF,È¼ÓÍ1712,2017-11-30
FU1801.SHF,È¼ÓÍ1801,2017-12-29
FU1803.SHF,È¼ÓÍ1803,2018-02-28
FU1804.SHF,È¼ÓÍ1804,2018-03-30
FU1805.SHF,È¼ÓÍ1805,2018-04-27
FU1806.SHF,È¼ÓÍ1806,2018-05-31
FU1807.SHF,È¼ÓÍ1807,2018-06-26
FU1808.SHF,È¼ÓÍ1808,2018-06-26
FU1809.SHF,È¼ÓÍ1809,2018-06-26
FU1810.SHF,È¼ÓÍ1810,2018-06-26
FU1811.SHF,È¼ÓÍ1811,2018-06-26
FU1812.SHF,È¼ÓÍ1812,2018-06-26
FU1901.SHF,È¼ÓÍ1901,2018-12-28
FU1902.SHF,È¼ÓÍ1902,2019-01-25
FU1903.SHF,È¼ÓÍ1903,2019-02-28
FU1904.SHF,È¼ÓÍ1904,2019-03-29
FU1905.SHF,È¼ÓÍ1905,2019-04-30
FU1906.SHF,È¼ÓÍ1906,2019-05-31
FU1907.SHF,È¼ÓÍ1907,2019-06-28
FU1908.SHF,È¼ÓÍ1908,2019-07-31
FU1909.SHF,È¼ÓÍ1909,2019-08-30
FU1910.SHF,È¼ÓÍ1910,2019-09-23
FU1911.SHF,È¼ÓÍ1911,2019-10-31
FU1912.SHF,È¼ÓÍ1912,2019-11-29
FU2001.SHF,È¼ÓÍ2001,2019-12-20
FU2002.SHF,È¼ÓÍ2002,2020-01-16
FU2003.SHF,È¼ÓÍ2003,2020-02-28
FU2004.SHF,È¼ÓÍ2004,2020-03-31
FU2005.SHF,È¼ÓÍ2005,2020-04-30
FU2006.SHF,È¼ÓÍ2006,2020-05-29
FU2007.SHF,È¼ÓÍ2007,2020-06-30
FU2008.SHF,È¼ÓÍ2008,2020-07-31
FU2009.SHF,È¼ÓÍ2009,2020-08-31
FU2010.SHF,È¼ÓÍ2010,2020-09-23
FU2011.SHF,È¼ÓÍ2011,2020-10-30
FU2012.SHF,È¼ÓÍ2012,2020-11-30
FU2101.SHF,È¼ÓÍ2101,2020-12-24
FU2102.SHF,È¼ÓÍ2102,2021-01-29
FU2103.SHF,È¼ÓÍ2103,2021-02-26
FU2104.SHF,È¼ÓÍ2104,2021-03-31
FU2105.SHF,È¼ÓÍ2105,2021-04-30
FU2106.SHF,È¼ÓÍ2106,2021-05-31
FU2107.SHF,È¼ÓÍ2107,2021-06-30
FU2108.SHF,È¼ÓÍ2108,2021-07-30
FU2109.SHF,È¼ÓÍ2109,2021-08-31
FU2110.SHF,È¼ÓÍ2110,2021-09-23
FU2111.SHF,È¼ÓÍ2111,2021-10-29
FU2112.SHF,È¼ÓÍ2112,2021-11-30
FU2201.SHF,È¼ÓÍ2201,2021-12-23
FU2202.SHF,È¼ÓÍ2202,2022-01-21
FU2203.SHF,È¼ÓÍ2203,2022-02-28
FU2204.SHF,È¼ÓÍ2204,2022-03-31
FU2205.SHF,È¼ÓÍ2205,2022-04-29
FU2206.SHF,È¼ÓÍ2206,2022-05-31
FU2207.SHF,È¼ÓÍ2207,2022-06-30
FU2208.SHF,È¼ÓÍ2208,2022-07-29
FU2209.SHF,È¼ÓÍ2209,2022-08-31
HC1407.SHF,ÈÈÔþ¾í°å1407,2014-07-15
HC1408.SHF,ÈÈÔþ¾í°å1408,2014-08-15
HC1409.SHF,ÈÈÔþ¾í°å1409,2014-09-15
HC1410.SHF,ÈÈÔþ¾í°å1410,2014-10-15
HC1411.SHF,ÈÈÔþ¾í°å1411,2014-11-17
HC1412.SHF,ÈÈÔþ¾í°å1412,2014-12-15
HC1501.SHF,ÈÈÔþ¾í°å1501,2015-01-15
HC1502.SHF,ÈÈÔþ¾í°å1502,2015-02-10
HC1503.SHF,ÈÈÔþ¾í°å1503,2015-03-16
HC1504.SHF,ÈÈÔþ¾í°å1504,2015-04-15
HC1505.SHF,ÈÈÔþ¾í°å1505,2015-05-15
HC1506.SHF,ÈÈÔþ¾í°å1506,2015-06-15
HC1507.SHF,ÈÈÔþ¾í°å1507,2015-07-15
HC1508.SHF,ÈÈÔþ¾í°å1508,2015-08-17
HC1509.SHF,ÈÈÔþ¾í°å1509,2015-09-15
HC1510.SHF,ÈÈÔþ¾í°å1510,2015-10-15
HC1511.SHF,ÈÈÔþ¾í°å1511,2015-11-16
HC1512.SHF,ÈÈÔþ¾í°å1512,2015-12-15
HC1601.SHF,ÈÈÔþ¾í°å1601,2016-01-15
HC1602.SHF,ÈÈÔþ¾í°å1602,2016-02-15
HC1603.SHF,ÈÈÔþ¾í°å1603,2016-03-15
HC1604.SHF,ÈÈÔþ¾í°å1604,2016-04-15
HC1605.SHF,ÈÈÔþ¾í°å1605,2016-05-16
HC1606.SHF,ÈÈÔþ¾í°å1606,2016-06-15
HC1607.SHF,ÈÈÔþ¾í°å1607,2016-07-15
HC1608.SHF,ÈÈÔþ¾í°å1608,2016-08-15
HC1609.SHF,ÈÈÔþ¾í°å1609,2016-09-19
HC1610.SHF,ÈÈÔþ¾í°å1610,2016-10-17
HC1611.SHF,ÈÈÔþ¾í°å1611,2016-11-15
HC1612.SHF,ÈÈÔþ¾í°å1612,2016-12-15
HC1701.SHF,ÈÈÔþ¾í°å1701,2017-01-16
HC1702.SHF,ÈÈÔþ¾í°å1702,2017-02-15
HC1703.SHF,ÈÈÔþ¾í°å1703,2017-03-15
HC1704.SHF,ÈÈÔþ¾í°å1704,2017-04-17
HC1705.SHF,ÈÈÔþ¾í°å1705,2017-05-15
HC1706.SHF,ÈÈÔþ¾í°å1706,2017-06-15
HC1707.SHF,ÈÈÔþ¾í°å1707,2017-07-17
HC1708.SHF,ÈÈÔþ¾í°å1708,2017-08-15
HC1709.SHF,ÈÈÔþ¾í°å1709,2017-09-15
HC1710.SHF,ÈÈÔþ¾í°å1710,2017-10-16
HC1711.SHF,ÈÈÔþ¾í°å1711,2017-11-15
HC1712.SHF,ÈÈÔþ¾í°å1712,2017-12-15
HC1801.SHF,ÈÈÔþ¾í°å1801,2018-01-15
HC1802.SHF,ÈÈÔþ¾í°å1802,2018-02-09
HC1803.SHF,ÈÈÔþ¾í°å1803,2018-03-15
HC1804.SHF,ÈÈÔþ¾í°å1804,2018-04-16
HC1805.SHF,ÈÈÔþ¾í°å1805,2018-05-15
HC1806.SHF,ÈÈÔþ¾í°å1806,2018-06-15
HC1807.SHF,ÈÈÔþ¾í°å1807,2018-07-16
HC1808.SHF,ÈÈÔþ¾í°å1808,2018-08-15
HC1809.SHF,ÈÈÔþ¾í°å1809,2018-09-17
HC1810.SHF,ÈÈÔþ¾í°å1810,2018-10-15
HC1811.SHF,ÈÈÔþ¾í°å1811,2018-11-15
HC1812.SHF,ÈÈÔþ¾í°å1812,2018-12-17
HC1901.SHF,ÈÈÔþ¾í°å1901,2019-01-15
HC1902.SHF,ÈÈÔþ¾í°å1902,2019-02-15
HC1903.SHF,ÈÈÔþ¾í°å1903,2019-03-15
HC1904.SHF,ÈÈÔþ¾í°å1904,2019-04-15
HC1905.SHF,ÈÈÔþ¾í°å1905,2019-05-15
HC1906.SHF,ÈÈÔþ¾í°å1906,2019-06-17
HC1907.SHF,ÈÈÔþ¾í°å1907,2019-07-15
HC1908.SHF,ÈÈÔþ¾í°å1908,2019-08-15
HC1909.SHF,ÈÈÔþ¾í°å1909,2019-09-16
HC1910.SHF,ÈÈÔþ¾í°å1910,2019-10-15
HC1911.SHF,ÈÈÔþ¾í°å1911,2019-11-15
HC1912.SHF,ÈÈÔþ¾í°å1912,2019-12-16
HC2001.SHF,ÈÈÔþ¾í°å2001,2020-01-15
HC2002.SHF,ÈÈÔþ¾í°å2002,2020-02-17
HC2003.SHF,ÈÈÔþ¾í°å2003,2020-03-16
HC2004.SHF,ÈÈÔþ¾í°å2004,2020-04-15
HC2005.SHF,ÈÈÔþ¾í°å2005,2020-05-15
HC2006.SHF,ÈÈÔþ¾í°å2006,2020-06-15
HC2007.SHF,ÈÈÔþ¾í°å2007,2020-07-15
HC2008.SHF,ÈÈÔþ¾í°å2008,2020-08-17
HC2009.SHF,ÈÈÔþ¾í°å2009,2020-09-15
HC2010.SHF,ÈÈÔþ¾í°å2010,2020-10-15
HC2011.SHF,ÈÈÔþ¾í°å2011,2020-11-16
HC2012.SHF,ÈÈÔþ¾í°å2012,2020-12-15
HC2101.SHF,ÈÈÔþ¾í°å2101,2021-01-15
HC2102.SHF,ÈÈÔþ¾í°å2102,2021-02-05
HC2103.SHF,ÈÈÔþ¾í°å2103,2021-03-15
HC2104.SHF,ÈÈÔþ¾í°å2104,2021-04-15
HC2105.SHF,ÈÈÔþ¾í°å2105,2021-05-17
HC2106.SHF,ÈÈÔþ¾í°å2106,2021-06-15
HC2107.SHF,ÈÈÔþ¾í°å2107,2021-07-15
HC2108.SHF,ÈÈÔþ¾í°å2108,2021-08-16
HC2109.SHF,ÈÈÔþ¾í°å2109,2021-09-15
HC2110.SHF,ÈÈÔþ¾í°å2110,2021-10-15
HC2111.SHF,ÈÈÔþ¾í°å2111,2021-11-15
HC2112.SHF,ÈÈÔþ¾í°å2112,2021-12-15
HC2201.SHF,ÈÈÔþ¾í°å2201,2022-01-17
HC2202.SHF,ÈÈÔþ¾í°å2202,2022-02-15
HC2203.SHF,ÈÈÔþ¾í°å2203,2022-03-15
HC2204.SHF,ÈÈÔþ¾í°å2204,2022-04-15
HC2205.SHF,ÈÈÔþ¾í°å2205,2022-05-16
HC2206.SHF,ÈÈÔþ¾í°å2206,2022-06-15
HC2207.SHF,ÈÈÔþ¾í°å2207,2022-07-15
HC2208.SHF,ÈÈÔþ¾í°å2208,2022-08-15
IM_S1406.SHF,IM_S1406(·ÂÕæ),2014-06-24
IM_S1407.SHF,IM_S1407(·ÂÕæ),2014-07-25
IM_S1408.SHF,IM_S1408(·ÂÕæ),2014-08-25
IM_S1409.SHF,IM_S1409(·ÂÕæ),2014-09-24
IM_S1410.SHF,IM_S1410(·ÂÕæ),2014-10-27
IM_S1411.SHF,IM_S1411(·ÂÕæ),2014-11-24
IM_S1412.SHF,IM_S1412(·ÂÕæ),2014-12-25
IM_S1501.SHF,IM_S1501(·ÂÕæ),2015-01-26
IM_S1502.SHF,IM_S1502(·ÂÕæ),2015-02-13
IM_S1503.SHF,IM_S1503(·ÂÕæ),2015-03-25
IM_S1504.SHF,IM_S1504(·ÂÕæ),2015-04-24
IM_S1505.SHF,IM_S1505(·ÂÕæ),2015-05-25
IM_S1506.SHF,IM_S1506(·ÂÕæ),2015-06-24
IM_S1507.SHF,IM_S1507(·ÂÕæ),2015-07-27
IM_S1508.SHF,IM_S1508(·ÂÕæ),2015-08-24
IM_S1509.SHF,IM_S1509(·ÂÕæ),2015-09-24
IM_S1510.SHF,IM_S1510(·ÂÕæ),2015-10-26
IM_S1511.SHF,IM_S1511(·ÂÕæ),2015-11-24
IM_S1512.SHF,IM_S1512(·ÂÕæ),2015-12-25
IM_S1601.SHF,IM_S1601(·ÂÕæ),2016-01-25
IM_S1602.SHF,IM_S1602(·ÂÕæ),2016-02-23
IM_S1603.SHF,IM_S1603(·ÂÕæ),2016-03-25
IM_S1604.SHF,IM_S1604(·ÂÕæ),2016-04-25
IM_S1605.SHF,IM_S1605(·ÂÕæ),2016-05-25
IM_S1606.SHF,IM_S1606(·ÂÕæ),2016-06-24
IM_S1607.SHF,IM_S1607(·ÂÕæ),2016-07-25
IM_S1608.SHF,IM_S1608(·ÂÕæ),2016-08-25
IM_S1609.SHF,IM_S1609(·ÂÕæ),2016-09-26
IM_S1610.SHF,IM_S1610(·ÂÕæ),2016-10-25
IM_S1611.SHF,IM_S1611(·ÂÕæ),2016-11-24
IM_S1612.SHF,IM_S1612(·ÂÕæ),2016-12-26
IM_S1701.SHF,IM_S1701(·ÂÕæ),2016-12-30
IM_S1702.SHF,IM_S1702(·ÂÕæ),2016-12-30
IM_S1703.SHF,IM_S1703(·ÂÕæ),2016-12-30
IM_S1704.SHF,IM_S1704(·ÂÕæ),2017-04-24
IM_S1705.SHF,IM_S1705(·ÂÕæ),2017-05-23
IM_S1706.SHF,IM_S1706(·ÂÕæ),2016-12-30
IM_S1707.SHF,IM_S1707(·ÂÕæ),2017-07-25
IM_S1708.SHF,IM_S1708(·ÂÕæ),2017-08-25
IM_S1709.SHF,IM_S1709(·ÂÕæ),2016-12-30
IM_S1710.SHF,IM_S1710(·ÂÕæ),2017-10-25
IM_S1711.SHF,IM_S1711(·ÂÕæ),2017-11-24
IM_S1712.SHF,IM_S1712(·ÂÕæ),2017-12-25
IM_S1801.SHF,IM_S1801(·ÂÕæ),2018-01-25
IM_S1802.SHF,IM_S1802(·ÂÕæ),2018-02-22
IM_S1803.SHF,IM_S1803(·ÂÕæ),2018-03-26
IM_S1804.SHF,IM_S1804(·ÂÕæ),2018-04-24
IM_S1805.SHF,IM_S1805(·ÂÕæ),2018-05-25
IM_S1806.SHF,IM_S1806(·ÂÕæ),2018-06-25
IM_S1807.SHF,IM_S1807(·ÂÕæ),2018-07-25
IM_S1808.SHF,IM_S1808(·ÂÕæ),2018-08-27
IM_S1809.SHF,IM_S1809(·ÂÕæ),2018-09-21
IM_S1810.SHF,IM_S1810(·ÂÕæ),2018-10-25
IM_S1811.SHF,IM_S1811(·ÂÕæ),2018-11-26
IM_S1812.SHF,IM_S1812(·ÂÕæ),2018-12-24
IM_S1901.SHF,IM_S1901(·ÂÕæ),2019-01-25
IM_S1902.SHF,IM_S1902(·ÂÕæ),2019-02-22
IM_S1903.SHF,IM_S1903(·ÂÕæ),2019-03-25
IM_S1904.SHF,IM_S1904(·ÂÕæ),2019-04-24
IM_S1905.SHF,IM_S1905(·ÂÕæ),2019-05-27
IM_S1906.SHF,IM_S1906(·ÂÕæ),2019-06-24
IM_S1907.SHF,IM_S1907(·ÂÕæ),2019-07-25
IM_S1908.SHF,IM_S1908(·ÂÕæ),2019-08-26
IM_S1909.SHF,IM_S1909(·ÂÕæ),2019-09-24
IM_S1910.SHF,IM_S1910(·ÂÕæ),2019-10-25
IM_S1911.SHF,IM_S1911(·ÂÕæ),2019-11-25
LU2101.INE,µÍÁòÈ¼ÁÏÓÍ2101,2020-12-24
LU2102.INE,µÍÁòÈ¼ÁÏÓÍ2102,2021-01-29
LU2103.INE,µÍÁòÈ¼ÁÏÓÍ2103,2021-02-26
LU2104.INE,µÍÁòÈ¼ÁÏÓÍ2104,2021-03-31
LU2105.INE,µÍÁòÈ¼ÁÏÓÍ2105,2021-04-30
LU2106.INE,µÍÁòÈ¼ÁÏÓÍ2106,2021-05-31
LU2107.INE,µÍÁòÈ¼ÁÏÓÍ2107,2021-06-30
LU2108.INE,µÍÁòÈ¼ÁÏÓÍ2108,2021-07-30
LU2109.INE,µÍÁòÈ¼ÁÏÓÍ2109,2021-08-31
LU2110.INE,µÍÁòÈ¼ÁÏÓÍ2110,2021-09-23
LU2111.INE,µÍÁòÈ¼ÁÏÓÍ2111,2021-10-29
LU2112.INE,µÍÁòÈ¼ÁÏÓÍ2112,2021-11-30
LU2201.INE,µÍÁòÈ¼ÁÏÓÍ2201,2021-12-23
LU2202.INE,µÍÁòÈ¼ÁÏÓÍ2202,2022-01-21
LU2203.INE,µÍÁòÈ¼ÁÏÓÍ2203,2022-02-28
LU2204.INE,µÍÁòÈ¼ÁÏÓÍ2204,2022-03-31
LU2205.INE,µÍÁòÈ¼ÁÏÓÍ2205,2022-04-29
LU2206.INE,µÍÁòÈ¼ÁÏÓÍ2206,2022-05-31
LU2207.INE,µÍÁòÈ¼ÁÏÓÍ2207,2022-06-30
LU2208.INE,µÍÁòÈ¼ÁÏÓÍ2208,2022-07-29
LU2209.INE,µÍÁòÈ¼ÁÏÓÍ2209,2022-08-31
NI1507.SHF,»¦Äø1507,2015-07-15
NI1508.SHF,»¦Äø1508,2015-08-17
NI1509.SHF,»¦Äø1509,2015-09-15
NI1510.SHF,»¦Äø1510,2015-10-15
NI1511.SHF,»¦Äø1511,2015-11-16
NI1512.SHF,»¦Äø1512,2015-12-15
NI1601.SHF,»¦Äø1601,2016-01-15
NI1602.SHF,»¦Äø1602,2016-02-15
NI1603.SHF,»¦Äø1603,2016-03-15
NI1604.SHF,»¦Äø1604,2016-04-15
NI1605.SHF,»¦Äø1605,2016-05-16
NI1606.SHF,»¦Äø1606,2016-06-15
NI1607.SHF,»¦Äø1607,2016-07-15
NI1608.SHF,»¦Äø1608,2016-08-15
NI1609.SHF,»¦Äø1609,2016-09-19
NI1610.SHF,»¦Äø1610,2016-10-17
NI1611.SHF,»¦Äø1611,2016-11-15
NI1612.SHF,»¦Äø1612,2016-12-15
NI1701.SHF,»¦Äø1701,2017-01-16
NI1702.SHF,»¦Äø1702,2017-02-15
NI1703.SHF,»¦Äø1703,2017-03-15
NI1704.SHF,»¦Äø1704,2017-04-17
NI1705.SHF,»¦Äø1705,2017-05-15
NI1706.SHF,»¦Äø1706,2017-06-15
NI1707.SHF,»¦Äø1707,2017-07-17
NI1708.SHF,»¦Äø1708,2017-08-15
NI1709.SHF,»¦Äø1709,2017-09-15
NI1710.SHF,»¦Äø1710,2017-10-16
NI1711.SHF,»¦Äø1711,2017-11-15
NI1712.SHF,»¦Äø1712,2017-12-15
NI1801.SHF,»¦Äø1801,2018-01-15
NI1802.SHF,»¦Äø1802,2018-02-09
NI1803.SHF,»¦Äø1803,2018-03-15
NI1804.SHF,»¦Äø1804,2018-04-16
NI1805.SHF,»¦Äø1805,2018-05-15
NI1806.SHF,»¦Äø1806,2018-06-15
NI1807.SHF,»¦Äø1807,2018-07-16
NI1808.SHF,»¦Äø1808,2018-08-15
NI1809.SHF,»¦Äø1809,2018-09-17
NI1810.SHF,»¦Äø1810,2018-10-15
NI1811.SHF,»¦Äø1811,2018-11-15
NI1812.SHF,»¦Äø1812,2018-12-17
NI1901.SHF,»¦Äø1901,2019-01-15
NI1902.SHF,»¦Äø1902,2019-02-15
NI1903.SHF,»¦Äø1903,2019-03-15
NI1904.SHF,»¦Äø1904,2019-04-15
NI1905.SHF,»¦Äø1905,2019-05-15
NI1906.SHF,»¦Äø1906,2019-06-17
NI1907.SHF,»¦Äø1907,2019-07-15
NI1908.SHF,»¦Äø1908,2019-08-15
NI1909.SHF,»¦Äø1909,2019-09-16
NI1910.SHF,»¦Äø1910,2019-10-15
NI1911.SHF,»¦Äø1911,2019-11-15
NI1912.SHF,»¦Äø1912,2019-12-16
NI2001.SHF,»¦Äø2001,2020-01-15
NI2002.SHF,»¦Äø2002,2020-02-17
NI2003.SHF,»¦Äø2003,2020-03-16
NI2004.SHF,»¦Äø2004,2020-04-15
NI2005.SHF,»¦Äø2005,2020-05-15
NI2006.SHF,»¦Äø2006,2020-06-15
NI2007.SHF,»¦Äø2007,2020-07-15
NI2008.SHF,»¦Äø2008,2020-08-17
NI2009.SHF,»¦Äø2009,2020-09-15
NI2010.SHF,»¦Äø2010,2020-10-15
NI2011.SHF,»¦Äø2011,2020-11-16
NI2012.SHF,»¦Äø2012,2020-12-15
NI2101.SHF,»¦Äø2101,2021-01-15
NI2102.SHF,»¦Äø2102,2021-02-05
NI2103.SHF,»¦Äø2103,2021-03-15
NI2104.SHF,»¦Äø2104,2021-04-15
NI2105.SHF,»¦Äø2105,2021-05-17
NI2106.SHF,»¦Äø2106,2021-06-15
NI2107.SHF,»¦Äø2107,2021-07-15
NI2108.SHF,»¦Äø2108,2021-08-16
NI2109.SHF,»¦Äø2109,2021-09-15
NI2110.SHF,»¦Äø2110,2021-10-15
NI2111.SHF,»¦Äø2111,2021-11-15
NI2112.SHF,»¦Äø2112,2021-12-15
NI2201.SHF,»¦Äø2201,2022-01-17
NI2202.SHF,»¦Äø2202,2022-02-15
NI2203.SHF,»¦Äø2203,2022-03-15
NI2204.SHF,»¦Äø2204,2022-04-15
NI2205.SHF,»¦Äø2205,2022-05-16
NI2206.SHF,»¦Äø2206,2022-06-15
NI2207.SHF,»¦Äø2207,2022-07-15
NI2208.SHF,»¦Äø2208,2022-08-15
NR2002.INE,20ºÅ½º2002,2020-02-17
NR2003.INE,20ºÅ½º2003,2020-03-16
NR2004.INE,20ºÅ½º2004,2020-04-15
NR2005.INE,20ºÅ½º2005,2020-05-15
NR2006.INE,20ºÅ½º2006,2020-06-15
NR2007.INE,20ºÅ½º2007,2020-07-15
NR2008.INE,20ºÅ½º2008,2020-08-17
NR2009.INE,20ºÅ½º2009,2020-09-15
NR2010.INE,20ºÅ½º2010,2020-10-15
NR2011.INE,20ºÅ½º2011,2020-11-16
NR2012.INE,20ºÅ½º2012,2020-12-15
NR2101.INE,20ºÅ½º2101,2021-01-15
NR2102.INE,20ºÅ½º2102,2021-02-05
NR2103.INE,20ºÅ½º2103,2021-03-15
NR2104.INE,20ºÅ½º2104,2021-04-15
NR2105.INE,20ºÅ½º2105,2021-05-17
NR2106.INE,20ºÅ½º2106,2021-06-15
NR2107.INE,20ºÅ½º2107,2021-07-15
NR2108.INE,20ºÅ½º2108,2021-08-16
NR2109.INE,20ºÅ½º2109,2021-09-15
NR2110.INE,20ºÅ½º2110,2021-10-15
NR2111.INE,20ºÅ½º2111,2021-11-15
NR2112.INE,20ºÅ½º2112,2021-12-15
NR2201.INE,20ºÅ½º2201,2022-01-17
NR2202.INE,20ºÅ½º2202,2022-02-15
NR2203.INE,20ºÅ½º2203,2022-03-15
NR2204.INE,20ºÅ½º2204,2022-04-15
NR2205.INE,20ºÅ½º2205,2022-05-16
NR2206.INE,20ºÅ½º2206,2022-06-15
NR2207.INE,20ºÅ½º2207,2022-07-15
NR2208.INE,20ºÅ½º2208,2022-08-15
PB1109.SHF,»¦Ç¦1109,2011-09-15
PB1110.SHF,»¦Ç¦1110,2011-10-17
PB1111.SHF,»¦Ç¦1111,2011-11-15
PB1112.SHF,»¦Ç¦1112,2011-12-15
PB1201.SHF,»¦Ç¦1201,2012-01-13
PB1202.SHF,»¦Ç¦1202,2012-02-15
PB1203.SHF,»¦Ç¦1203,2012-03-15
PB1204.SHF,»¦Ç¦1204,2012-04-16
PB1205.SHF,»¦Ç¦1205,2012-05-15
PB1206.SHF,»¦Ç¦1206,2012-06-15
PB1207.SHF,»¦Ç¦1207,2012-07-16
PB1208.SHF,»¦Ç¦1208,2012-08-15
PB1209.SHF,»¦Ç¦1209,2012-09-17
PB1210.SHF,»¦Ç¦1210,2012-10-15
PB1211.SHF,»¦Ç¦1211,2012-11-15
PB1212.SHF,»¦Ç¦1212,2012-12-17
PB1301.SHF,»¦Ç¦1301,2013-01-15
PB1302.SHF,»¦Ç¦1302,2013-02-18
PB1303.SHF,»¦Ç¦1303,2013-03-15
PB1304.SHF,»¦Ç¦1304,2013-04-15
PB1305.SHF,»¦Ç¦1305,2013-05-15
PB1306.SHF,»¦Ç¦1306,2013-06-17
PB1307.SHF,»¦Ç¦1307,2013-07-15
PB1308.SHF,»¦Ç¦1308,2013-08-15
PB1309.SHF,»¦Ç¦1309,2013-09-16
PB1310.SHF,»¦Ç¦1310,2013-10-15
PB1311.SHF,»¦Ç¦1311,2013-11-15
PB1312.SHF,»¦Ç¦1312,2013-12-16
PB1401.SHF,»¦Ç¦1401,2014-01-15
PB1402.SHF,»¦Ç¦1402,2014-02-17
PB1403.SHF,»¦Ç¦1403,2014-03-17
PB1404.SHF,»¦Ç¦1404,2014-04-15
PB1405.SHF,»¦Ç¦1405,2014-05-15
PB1406.SHF,»¦Ç¦1406,2014-06-16
PB1407.SHF,»¦Ç¦1407,2014-07-15
PB1408.SHF,»¦Ç¦1408,2014-08-15
PB1409.SHF,»¦Ç¦1409,2014-09-15
PB1410.SHF,»¦Ç¦1410,2014-10-15
PB1411.SHF,»¦Ç¦1411,2014-11-17
PB1412.SHF,»¦Ç¦1412,2014-12-15
PB1501.SHF,»¦Ç¦1501,2015-01-15
PB1502.SHF,»¦Ç¦1502,2015-02-10
PB1503.SHF,»¦Ç¦1503,2015-03-16
PB1504.SHF,»¦Ç¦1504,2015-04-15
PB1505.SHF,»¦Ç¦1505,2015-05-15
PB1506.SHF,»¦Ç¦1506,2015-06-15
PB1507.SHF,»¦Ç¦1507,2015-07-15
PB1508.SHF,»¦Ç¦1508,2015-08-17
PB1509.SHF,»¦Ç¦1509,2015-09-15
PB1510.SHF,»¦Ç¦1510,2015-10-15
PB1511.SHF,»¦Ç¦1511,2015-11-16
PB1512.SHF,»¦Ç¦1512,2015-12-15
PB1601.SHF,»¦Ç¦1601,2016-01-15
PB1602.SHF,»¦Ç¦1602,2016-02-15
PB1603.SHF,»¦Ç¦1603,2016-03-15
PB1604.SHF,»¦Ç¦1604,2016-04-15
PB1605.SHF,»¦Ç¦1605,2016-05-16
PB1606.SHF,»¦Ç¦1606,2016-06-15
PB1607.SHF,»¦Ç¦1607,2016-07-15
PB1608.SHF,»¦Ç¦1608,2016-08-15
PB1609.SHF,»¦Ç¦1609,2016-09-19
PB1610.SHF,»¦Ç¦1610,2016-10-17
PB1611.SHF,»¦Ç¦1611,2016-11-15
PB1612.SHF,»¦Ç¦1612,2016-12-15
PB1701.SHF,»¦Ç¦1701,2017-01-16
PB1702.SHF,»¦Ç¦1702,2017-02-15
PB1703.SHF,»¦Ç¦1703,2017-03-15
PB1704.SHF,»¦Ç¦1704,2017-04-17
PB1705.SHF,»¦Ç¦1705,2017-05-15
PB1706.SHF,»¦Ç¦1706,2017-06-15
PB1707.SHF,»¦Ç¦1707,2017-07-17
PB1708.SHF,»¦Ç¦1708,2017-08-15
PB1709.SHF,»¦Ç¦1709,2017-09-15
PB1710.SHF,»¦Ç¦1710,2017-10-16
PB1711.SHF,»¦Ç¦1711,2017-11-15
PB1712.SHF,»¦Ç¦1712,2017-12-15
PB1801.SHF,»¦Ç¦1801,2018-01-15
PB1802.SHF,»¦Ç¦1802,2018-02-09
PB1803.SHF,»¦Ç¦1803,2018-03-15
PB1804.SHF,»¦Ç¦1804,2018-04-16
PB1805.SHF,»¦Ç¦1805,2018-05-15
PB1806.SHF,»¦Ç¦1806,2018-06-15
PB1807.SHF,»¦Ç¦1807,2018-07-16
PB1808.SHF,»¦Ç¦1808,2018-08-15
PB1809.SHF,»¦Ç¦1809,2018-09-17
PB1810.SHF,»¦Ç¦1810,2018-10-15
PB1811.SHF,»¦Ç¦1811,2018-11-15
PB1812.SHF,»¦Ç¦1812,2018-12-17
PB1901.SHF,»¦Ç¦1901,2019-01-15
PB1902.SHF,»¦Ç¦1902,2019-02-15
